UniqueID	UniqueID2	ID_Name	BamFileName	NCBI_ID	SampleID	Species	Categorize	PINO.
BYU1274	BYU12274	B12TX0710	TX_0710	SRX3411821	TX0710	AD1	Wild	PI265147
BYU1275	BYU12275	B12TX0712	TX_0712	SRX3412092	TX0712	AD1	Wild	PI265148
BYU1276	BYU12276	B12TX0713	TX_0713	SRX3412094	TX0713	AD1	Wild	PI265149
BYU1277	BYU12277	B12TX0746	TX_0746	SRX3411767	TX0746	AD1	Wild	PI189534
BYU1278	BYU12278	B12TX0751	TX_0751	SRX3411969	TX0751	AD1	Wild	PI201585
BYU1279	BYU12279	B12TX0752	TX_0752	SRX3411908	TX0752	AD1	Wild	PI201587
BYU1280	BYU12280	B12TX0756	TX_0756	SRX3411907	TX0756	AD1	Wild	PI201592
BYU1281	BYU12281	B12TX0786	TX-0786	SRX3412152	TX0786	AD1	Wild	PI265175
BYU1282	BYU12282	B12TX0834	TX_0834	SRX3412096	TX0834	AD1	Wild	PI529833
BYU1283	BYU12283	B12TX0853	TX-0853	SRX3412145	TX0853	AD1	Wild	PI529844
BYU1284	BYU12284	B12TX0879	TX_0879	SRX3411868	TX0879	AD1	Wild	PI529854
BYU1285	BYU12285	B12TX0902	TX_0902	SRX3411862	TX0902	AD1	Wild	PI529863
BYU1286	BYU12286	B12TX0937	TX_0937	SRX3411791	TX0937	AD1	Wild	PI529867
BYU1287	BYU12287	B12TX0939	TX_0939	SRX3412085	TX0939	AD1	Wild	PI529868
BYU1288	BYU12288	B12TX0953	TX-0953	SRX3412146	TX0953	AD1	Wild	PI529874
BYU1289	BYU12289	B12TX0956	TX_0956	SRX3411866	TX0956	AD1	Wild	PI529875
BYU1290	BYU12290	B12TX0959	TX_0959	SRX3411842	TX0959	AD1	Wild	PI529877
BYU1291	BYU12291	B12TX0967	TX-0967	SRX3411841	TX0967	AD1	Wild	PI529880
BYU1292	BYU12292	B12TX0969	TX-0969	SRX3411844	TX0969	AD1	Wild	PI529881
BYU1293	BYU12293	B12TX1009	TX_1009	SRX3411843	TX1009	AD1	Wild	PI163012
BYU1294	BYU12294	B12TX1037	TX-1037	SRX3411860	TX1037	AD1	Wild	PI232874
BYU1295	BYU12295	B12TX1046	TX-1046	SRX3411846	TX1046	AD1	Wild	PI341876
BYU1296	BYU12296	B12TX1055	TX-1055	SRX3411845	TX1055	AD1	Wild	PI529910
BYU1297	BYU12297	B12TX1066	TX-1066	SRX3411867	TX1066	AD1	Wild	PI529920
BYU1298	BYU12298	B12TX1075	TX_1075	SRX3411848	TX1075	AD1	Wild	PI529926
BYU1299	BYU12299	B12TX1089	TX-1089	SRX3411847	TX1089	AD1	Wild	PI529928
BYU1300	BYU12300	B12TX1102	TX-1102	SRX3411766	TX1102	AD1	Wild	PI529936
BYU1301	BYU12301	B12TX1105	TX-1105	SRX3412095	TX1105	AD1	Wild	PI529939
BYU1302	BYU12302	B12TX1106	TX-1106	SRX3411840	TX1106	AD1	Wild	PI529940
BYU1303	BYU12303	B12TX1107	TX-1107	SRX3411839	TX1107	AD1	Wild	PI529941
BYU1304	BYU12304	B12TX1108	TX_1108	SRX3411931	TX1108	AD1	Wild	PI529942
BYU1305	BYU12305	B12TX1110	TX-1110	SRX3411932	TX1110	AD1	Wild	PI529944
BYU1306	BYU12306	B12TX1111	TX_1111	SRX3411808	TX1111	AD1	Wild	PI529945
BYU1307	BYU12307	B12TX1113	TX_1113	SRX3411933	TX1113	AD1	Wild	PI529947
BYU1308	BYU12308	B12TX1115	TX-1115	SRX3411934	TX1115	AD1	Wild	PI529949
BYU1309	BYU12309	B12TX1120	TX_1120	SRX3411927	TX1120	AD1	Wild	PI529953
BYU1310	BYU12310	B12TX1168	TX-1168	SRX3411806	TX1168	AD1	Wild	PI304774
BYU1311	BYU12311	B12TX1182	TX-1182	SRX3411928	TX1182	AD1	Wild	PI529978
BYU1312	BYU12312	B12TX1183	TX_1183	SRX3411929	TX1183	AD1	Wild	PI529979
BYU1313	BYU12313	B12TX1226	TX-1226	SRX3411930	TX1226	AD1	Wild	PI529991
BYU1314	BYU12314	B12TX1228	TX-1228	SRX3411939	TX1228	AD1	Wild	PI529993
BYU1315	BYU12315	B12TX1229	TX-1229	SRX3411751	TX1229	AD1	Wild	PI529994
BYU1316	BYU12316	B12TX1236	TX-1236	SRX3411940	TX1236	AD1	Wild	PI158533
BYU1317	BYU12317	B12TX1244	TX-1244	SRX3411861	TX1244	AD1	Wild	PI326053
BYU1318	BYU12318	B12TX1245	TX-1245	SRX3411954	TX1245	AD1	Wild	PI530004
BYU1319	BYU12319	B12TX1249	TX_1249	SRX3411970	TX1249	AD1	Wild	PI530008
BYU1320	BYU12320	B12TX1257	TX-1257	SRX3411943	TX1257	AD1	Wild	PI530014
BYU1321	BYU12321	B12TX1262	TX-1262	SRX3411756	TX1262	AD1	Wild	PI530019
BYU1322	BYU12322	B12TX1263	TX-1263	SRX3411771	TX1263	AD1	Wild	PI530020
BYU1323	BYU12323	B12TX1273	TX-1273	SRX3411864	TX1273	AD1	Wild	PI530026
BYU1324	BYU12324	B12TX1286	TX_1286	SRX3412087	TX1286	AD1	Wild	PI326052
BYU1325	BYU12325	B12TX1288	TX-1288	SRX3412107	TX1288	AD1	Wild	PI530035
BYU1326	BYU12326	B12TX1292	TX-1292	SRX3412058	TX1292	AD1	Wild	PI530038
BYU1327	BYU12327	B12TX1311	TX-1311	SRX3412057	TX1311	AD1	Wild	PI530046
BYU1328	BYU12328	B12TX1317	TX-1317	SRX3411755	TX1317	AD1	Wild	PI530052
BYU1329	BYU12329	B12TX1349	TX_1349	SRX3411802	TX1349	AD1	Wild	PI530077
BYU1330	BYU12330	B12TX1367	TX_1367	SRX3412035	TX1367	AD1	Wild	PI530095
BYU1331	BYU12331	B12TX1373	TX-1373	SRX3411757	TX1373	AD1	Wild	PI530101
BYU1332	BYU12332	B12TX1416	TX-1416	SRX3411965	TX1416	AD1	Wild	PI476961
BYU1333	BYU12333	B12TX1420	TX-1420	SRX3411958	TX1420	AD1	Wild	PI530111
BYU1334	BYU12334	B12TX1422	TX-1422	SRX3412110	TX1422	AD1	Wild	PI530113
BYU1335	BYU12335	B12TX1439	TX-1439	SRX3412064	TX1439	AD1	Wild	PI438838
BYU1336	BYU12336	B12TX1443	TX-1443	SRX3412042	TX1443	AD1	Wild	PI438584
BYU1337	BYU12337	B12TX1453	TX_1453	SRX3411750	TX1453	AD1	Wild	PI530133
BYU1338	BYU12338	B12TX1459	TX-1459	SRX3411799	TX1459	AD1	Wild	PI530139
BYU1339	BYU12339	B12TX1477	TX-1477	SRX3411956	TX1477	AD1	Wild	PI486384
BYU1340	BYU12340	B12TX1487	TX-1487	SRX3411803	TX1487	AD1	Wild	PI486394
BYU1341	BYU12341	B12TX1496	TX-1496	SRX3411900	TX1496	AD1	Wild	PI486403
BYU1342	BYU12342	B12TX1497	TX-1497	SRX3411915	TX1497	AD1	Wild	PI486404
BYU1343	BYU12343	B12TX1503	TX-1503	SRX3411897	TX1503	AD1	Wild	PI486410
BYU1344	BYU12344	B12TX1509	TX-1509	SRX3411974	TX1509	AD1	Wild	PI486416
BYU1345	BYU12345	B12TX1514	TX-1514	SRX3412113	TX1514	AD1	Wild	PI486421
BYU1346	BYU12346	B12TX1515	TX_1515	SRX3412104	TX1515	AD1	Wild	PI486422
BYU1347	BYU12347	B12TX1520	TX-1520	SRX3412101	TX1520	AD1	Wild	PI486427
BYU1348	BYU12348	B12TX1551	TX-1551	SRX3411963	TX1551	AD1	Wild	PI530182
BYU1349	BYU12349	B12TX1572	TX-1572	SRX3411955	TX1572	AD1	Wild	PI530203
BYU1350	BYU12350	B12TX1578	TX-1578	SRX3411754	TX1578	AD1	Wild	PI530209
BYU1351	BYU12351	B12TX1579	TX_1579	SRX3411898	TX1579	AD1	Wild	PI530210
BYU1352	BYU12352	B12TX1582	TX-1582	SRX3411812	TX1582	AD1	Wild	PI530213
BYU1353	BYU12353	B12TX1586	TX-1586	SRX3411800	TX1586	AD1	Wild	PI530217
BYU1354	BYU12354	B12TX1592	TX-1592	SRX3411809	TX1592	AD1	Wild	PI530223
BYU1355	BYU12355	B12TX1594	TX_1594	SRX3412091	TX1594	AD1	Wild	PI530225
BYU1356	BYU12356	B12TX1596	TX-1596	SRX3411819	TX1596	AD1	Wild	PI530227
BYU1357	BYU12357	B12TX1629	TX-1629	SRX3411968	TX1629	AD1	Wild	PI530260
BYU1358	BYU12358	B12TX1635	TX-1635	SRX3411764	TX1635	AD1	Wild	PI530266
BYU1359	BYU12359	B12TX1661	TX-1661	SRX3411820	TX1661	AD1	Wild	PI530292
BYU1360	BYU12360	B12TX1666	TX-1666	SRX3411911	TX1666	AD1	Wild	PI530297
BYU1361	BYU12361	B12TX1672	TX-1672	SRX3412043	TX1672	AD1	Wild	PI530303
BYU1362	BYU12362	B12TX1674	TX-1674	SRX3411779	TX1674	AD1	Wild	PI530305
BYU1363	BYU12363	B12TX1678	TX_1678	SRX3412108	TX1678	AD1	Wild	PI530309
BYU1364	BYU12364	B12TX1688	TX_1688	SRX3411794	TX1688	AD1	Wild	PI530319
BYU1365	BYU12365	B12TX1689	TX-1689	SRX3411805	TX1689	AD1	Wild	PI530320
BYU1366	BYU12366	B12TX1690	TX_1690	SRX3412038	TX1690	AD1	Wild	PI530321
BYU1367	BYU12367	B12TX1694	TX_1694	SRX3411769	TX1694	AD1	Wild	PI530325
BYU1368	BYU12368	B12TX1698	TX_1698	SRX3412105	TX1698	AD1	Wild	PI530329
BYU1369	BYU12369	B12TX1699	TX-1699	SRX3412046	TX1699	AD1	Wild	PI530330
BYU1370	BYU12370	B12TX1702	TX-1702	SRX3411778	TX1702	AD1	Wild	PI530333
BYU1371	BYU12371	B12TX1705	TX-1705	SRX3412089	TX1705	AD1	Wild	PI530336
BYU1372	BYU12372	B12TX1712	TX-1712	SRX3411813	TX1712	AD1	Wild	PI530343
BYU1373	BYU12373	B12TX1721	TX-1721	SRX3411816	TX1721	AD1	Wild	PI530352
BYU1374	BYU12374	B12TX1748	TX-1748	SRX3412063	TX1748	AD1	Wild	PI530379
BYU1375	BYU12375	B12TX1792	TX_1792	SRX3411798	TX1792	AD1	Wild	PI530423
BYU1376	BYU12376	B12TX1833	TX-1833	SRX3411859	TX1833	AD1	Wild	PI530464
BYU1377	BYU12377	B12TX1855	TX_1855	SRX3411902	TX1855	AD1	Wild	PI530486
BYU1378	BYU12378	B12TX1859	TX_1859	SRX3411807	TX1859	AD1	Wild	PI530490
BYU1379	BYU12379	B12TX1874	TX_1874	SRX3411770	TX1874	AD1	Wild	PI530505
BYU1380	BYU12380	B12TX1894	TX_1894	SRX3411772	TX1894	AD1	Wild	PI530525
BYU1381	BYU12381	B12TX1895	TX_1895	SRX3411796	TX1895	AD1	Wild	PI530526
BYU1382	BYU12382	B12TX1905	TX-1905	SRX3412039	TX1905	AD1	Wild	PI530536
BYU1383	BYU12383	B12TX1920	TX-1920	SRX3411916	TX1920	AD1	Wild	PI530551
BYU1384	BYU12384	B12TX1925	TX_1925	SRX3411758	TX1925	AD1	Wild	PI530556
BYU1385	BYU12385	B12TX1929	TX-1929	SRX3411810	TX1929	AD1	Wild	PI530560
BYU1386	BYU12386	B12TX1931	TX-1931	SRX3412103	TX1931	AD1	Wild	PI530562
BYU1387	BYU12387	B12TX1935	TX-1935	SRX3411768	TX1935	AD1	Wild	PI530566
BYU1388	BYU12388	B12TX1957	TX-1957	SRX3411801	TX1957	AD1	Wild	PI530588
BYU1389	BYU12389	B12TX1968	TX-1968	SRX3411904	TX1968	AD1	Wild	PI530599
BYU1390	BYU12390	B12TX1975	TX_1975	SRX3412109	TX1975	AD1	Wild	PI530606
BYU1391	BYU12391	B12TX1981	TX-1981	SRX3411765	TX1981	AD1	Wild	PI530612
BYU1392	BYU12392	B12TX1982	TX-1982	SRX3412062	TX1982	AD1	Wild	PI530613
BYU1393	BYU12393	B12TX1988	TX-1988	SRX3412061	TX1988	AD1	Wild	PI530619
BYU1394	BYU12394	B12TX1990	TX-1990	SRX3411870	TX1990	AD1	Wild	PI530621
BYU1395	BYU12395	B12TX1996	TX-1996	SRX3412068	TX1996	AD1	Wild	PI530627
BYU1396	BYU12396	B12TX2003	TX_2003	SRX3411913	TX2003	AD1	Wild	PI530634
BYU1397	BYU12397	B12TX2081	TX-2081	SRX3411865	TX2081	AD1	Wild	PI501488
BYU1398	BYU12398	B12TX2089	TX-2089	SRX3412073	TX2089	AD1	Wild	PI501496
BYU1399	BYU12399	B12TX2090	TX-2090	SRX3411952	TX2090	AD1	Wild	PI501497
BYU1400	BYU12400	B12TX2091	TX-2091	SRX3411953	TX2091	AD1	Wild	PI501498
BYU1401	BYU12401	B12TX2092	TX-2092	SRX3411950	TX2092	AD1	Wild	PI501499
BYU1402	BYU12402	B12TX2093	TX-2093	SRX3411951	TX2093	AD1	Wild	PI501500
BYU1403	BYU12403	B12TX2095	TX-2095	SRX3411948	TX2095	AD1	Wild	PI501502
BYU1404	BYU12404	B12TX2096	TX-2096	SRX3411949	TX2096	AD1	Wild	PI501503
BYU1405	BYU12405	B12TX2116	TX-2116	SRX3411899	TX2116	AD1	Wild	PI530702
BYU1406	BYU12406	B12TX2160	TX_2160	SRX3412040	TX2160	AD1	Wild	PI501341
BYU1407	BYU12407	B12TX2163	TX-2163	SRX3412084	TX2163	AD1	Wild	PI501344
BYU1408	BYU12408	B12TX2166	TX-2166	SRX3411903	TX2166	AD1	Wild	PI501347
BYU1409	BYU12409	B12TX2174	TX_2174	SRX3411905	TX2174	AD1	Wild	PI501354
BYU1410	BYU12410	B12TX2192	TX-2192	SRX3411792	TX2192	AD1	Wild	PI501372
BYU1411	BYU12411	B12TX2207	TX-2207	SRX3411817	TX2207	AD1	Wild	PI501387
BYU1412	BYU12412	B12TX2211	TX_2211	SRX3411780	TX2211	AD1	Wild	PI501391
BYU1413	BYU12413	B12TX2213	TX-2213	SRX3411753	TX2213	AD1	Wild	PI501393
BYU1414	BYU12414	B12TX2216	TX-2216	SRX3411761	TX2216	AD1	Wild	PI501396
BYU1415	BYU12415	B12TX2226	TX_2226	SRX3411760	TX2226	AD1	Wild	PI501406
BYU1416	BYU12416	B12TX2228	TX-2228	SRX3411971	TX2228	AD1	Wild	PI501408
BYU1417	BYU12417	B12TX2246	TX-2246	SRX3411874	TX2246	AD1	Wild	PI501426
BYU1418	BYU12418	B12TX2247	TX_2247	SRX3412097	TX2247	AD1	Wild	PI501427
BYU1419	BYU12419	B12TX2249	TX_2249	SRX3411901	TX2249	AD1	Wild	PI501429
BYU1420	BYU12420	B12TX2252	TX_2252	SRX3412044	TX2252	AD1	Wild	PI501432
BYU1421	BYU12421	B12TX2253	TX_2253	SRX3412093	TX2253	AD1	Wild	PI501433
BYU1422	BYU12422	B12TX2254	TX_2254	SRX3411909	TX2254	AD1	Wild	PI501434
BYU1423	BYU12423	B12TX2276	TX_2276	SRX3411960	TX2276	AD1	Wild	PI501456
BYU1424	BYU12424	B12TX2277	TX_2277	SRX3411972	TX2277	AD1	Wild	PI501457
BYU1425	BYU12425	B12TX2284	TX_2284	SRX3412106	TX2284	AD1	Wild	PI501464
BYU1426	BYU12426	B12TX2288	TX-2288	SRX3411774	TX2288	AD1	Wild	PI501468
BYU1427	BYU12427	B12TX2329	TX-2329	SRX3412099	TX2329	AD1	Wild	PI607655
BYU1428	BYU12428	B12TX2330	TX_2330	SRX3411912	TX2330	AD1	Wild	PI607656
BYU1429	BYU12429	B12TX2335	TX-2335	SRX3411910	TX2335	AD1	Wild	PI607661
BYU1430	BYU12430	B12TX2400	TX_2400	SRX3411872	TX2400	AD1	Wild	PI607706
BYU1431	BYU12431	B12TX2405	TX_2405	SRX3412100	TX2405	AD1	Wild	PI607711
BYU1432	BYU12432	B12TX2415	TX-2415	SRX3411873	TX2415	AD1	Wild	PI607720
BYU1433	BYU12433	B12TX2417	TX-2417	SRX3412045	TX2417	AD1	Wild	PI607722
BYU1434	BYU12434	B12TX2463	TX_2463	SRX3411814	TX2463	AD1	Wild	PI607768
BYU1435	BYU12435	B12TX2465	TX-2465	SRX3411967	TX2465	AD1	Wild	PI607770
BYU1436	BYU12436	B12TX2470	TX-2470	SRX3411957	TX2470	AD1	Wild	PI607775
BYU1437	BYU12437	B12TX2475	TX_2475	SRX3411763	TX2475	AD1	Wild	PI607780
BYU1438	BYU12438	B12TX2482	TX-2482	SRX3411871	TX2482	AD1	Wild	PI607787
BYU1439	BYU12439	B12TX2487	TX-2487	SRX3411815	TX2487	AD1	Wild	PI607792
BYU1440	BYU12440	B12TX2489	TX-2489	SRX3411818	TX2489	AD1	Wild	PI607794
BYU1441	BYU12441	B12TX2495	TX-2495	SRX3412112	TX2495	AD1	Wild	PI607800
BYU2001	BYU21001	B21GB0853	Coastland-320	SRX3433803	GB0853	AD2	Cultivar	
BYU2002	BYU21002	B21PHY76-2	phy76	SRX3433866	PHY76-2	AD2	Cultivar	PI617048
BYU2003	BYU21003	B21PS7	PS_7	SRX3433729	PS7	AD2	Cultivar	PI501489
BYU2004	BYU21004	B21SA0706	SA_0706	SRX3433835	SA0706	AD2	Cultivar	PI528903
BYU2005	BYU21005	B21SA1497	SA_1497	SRX3433728	SA1497	AD2	Cultivar	PI529551
BYU2006	BYU21006	B21TX2350	TX_2350	SRX3433725	TX2350	AD2	Cultivar	PI494852
BYU2007	BYU22007	B22OLG-10	olg2_10	SRX3433782	OLG-10	AD2	Wild	
BYU2008	BYU22008	B22OLG-11	olg2_11	SRX3433783	OLG-11	AD2	Wild	
BYU2009	BYU22009	B22OLG-12	olg2_12	SRX3433784	OLG-12	AD2	Wild	
BYU2010	BYU22010	B22OLG-13	olg2_13	SRX3433785	OLG-13	AD2	Wild	
BYU2011	BYU22011	B22OLG-14	olg2_14	SRX3433786	OLG-14	AD2	Wild	
BYU2012	BYU22012	B22OLG-15	olg2_15	SRX3433787	OLG-15	AD2	Wild	
BYU2013	BYU22013	B22OLG-17	olg2_17	SRX3433788	OLG-17	AD2	Wild	
BYU2014	BYU22014	B22OLG-18	olg2_18	SRX3433873	OLG-18	AD2	Wild	
BYU2015	BYU22015	B22OLG-02	olg2_2	SRX3433872	OLG-02	AD2	Wild	
BYU2016	BYU22016	B22OLG-03	olg2_3	SRX3433857	OLG-03	AD2	Wild	
BYU2017	BYU22017	B22OLG-04	olg2_4	SRX3433855	OLG-04	AD2	Wild	
BYU2018	BYU22018	B22OLG-05	olg2_5	SRX3433869	OLG-05	AD2	Wild	
BYU2019	BYU22019	B22OLG-06	olg2_6	SRX3433868	OLG-06	AD2	Wild	
BYU2020	BYU22020	B22OLG-08	olg2_8	SRX3433867	OLG-08	AD2	Wild	
BYU2021	BYU24021	B24GB-CL1	GB-CL1-1	SRX3433704	GB-CL1	AD2	Mutant	
BYU2022	BYU24022	B24GB-CL2	GB-CL2-1	SRX3433705	GB-CL2	AD2	Mutant	
BYU2023	BYU24023	B24MTEX434	M434-12	SRX3433658	MTEX434	AD2	Mutant	
BYU2024	BYU24024	B24MTEX435	M435-7	SRX3433655	MTEX435	AD2	Mutant	
BYU2025	BYU24025	B24MTEX436	M436_7	SRX3433656	MTEX436	AD2	Mutant	
BYU2026	BYU24026	B24MTEX437	M437_9	SRX3433653	MTEX437	AD2	Mutant	
BYU2027	BYU24027	B24MTEX439	M439_10	SRX3433654	MTEX439	AD2	Mutant	
BYU2028	BYU24028	B24MTEX440	M440-5	SRX3433651	MTEX440	AD2	Mutant	
BYU2029	BYU24029	B24MTEX538	M538-11	SRX3433665	MTEX538	AD2	Mutant	
BYU2030	BYU24030	B24MTEX539	M539_15	SRX3433664	MTEX539	AD2	Mutant	
BYU2031	BYU24031	B24MTEX540	M540_5	SRX3433663	MTEX540	AD2	Mutant	
BYU2032	BYU24032	B24MTEX633	M633_5	SRX3433669	MTEX633	AD2	Mutant	
BYU2033	BYU24033	B24MTEX634	M634_3	SRX3433668	MTEX634	AD2	Mutant	
BYU2034	BYU24034	B24MTEX637	M637_2	SRX3433667	MTEX637	AD2	Mutant	
BYU2035	BYU24035	B24GB-NB1	nb-1	SRX3433870	GB-NB1	AD2	Mutant	
BYU2036	BYU22036	B22NCM-1	G2223	SRX3433809	NCM-1	AD2	Wild	
BYU2037	BYU22037	B22GPS005	GPS_005	SRX3433684	GPS005	AD2	Wild	
BYU2038	BYU22038	B22K101	K101	SRX3433823	K101	AD2	Wild	PI528337
BYU2039	BYU22039	B22LB	light_brown	SRX3433677	LB	AD2	Wild	
BYU2040	BYU22040	B22NC7018	NE-7018	SRX3433781	NC7018	AD2	Wild	
BYU2041	BYU22041	B22GB0034	GB-0034	SRX3433806	GB0034	AD2	Wild	PI528305
BYU2042	BYU22042	B22GB0049	GB-0049	SRX3433807	GB0049	AD2	Wild	PI528319
BYU2043	BYU22043	B22GB0051	GB-0051	SRX3433800	GB0051	AD2	Wild	PI274513
BYU2044	BYU22044	B22GB0052	GB-0052	SRX3433801	GB0052	AD2	Wild	PI274514
BYU2045	BYU22045	B22GB0053	GB-0053	SRX3433829	GB0053	AD2	Wild	PI274515
BYU2046	BYU21046	B21GB0085	GB_0085	SRX3433828	GB0085	AD2	Improved	PI205064
BYU2047	BYU22047	B22GB0087	GB-0087	SRX3433827	GB0087	AD2	Wild	PI528333
BYU2048	BYU22048	B22GB0091	GB_0091	SRX3433826	GB0091	AD2	Wild	PI185652
BYU2049	BYU21049	B21GB0093	GB-0093	SRX3433825	GB0093	AD2	Improved	PI199072
BYU2050	BYU22050	B22GB0095	GB-0095	SRX3433824	GB0095	AD2	Wild	PI528337
BYU2051	BYU22051	B22GB0102	GB-0102	SRX3433822	GB0102	AD2	Wild	PI276359
BYU2052	BYU22052	B22GB0113	GB-0113	SRX3433831	GB0113	AD2	Wild	PI276147
BYU2053	BYU22053	B22GB0119	GB-0119	SRX3433830	GB0119	AD2	Wild	PI276152
BYU2054	BYU22054	B22GB0128	GB-0128	SRX3433846	GB0128	AD2	Wild	PI528344
BYU2055	BYU22055	B22GB0136	GB-0136	SRX3433811	GB0136	AD2	Wild	PI528351
BYU2056	BYU22056	B22GB0140	GB-0140	SRX3433848	GB0140	AD2	Wild	PI528355
BYU2057	BYU22057	B22GB0144	GB_0144	SRX3433849	GB0144	AD2	Wild	PI276482
BYU2058	BYU22058	B22GB0156	GB-0156	SRX3433850	GB0156	AD2	Wild	PI528360
BYU2059	BYU22059	B22GB0167	GB-0167	SRX3433851	GB0167	AD2	Wild	PI281654
BYU2060	BYU22060	B22GB0169	GB-0169	SRX3433852	GB0169	AD2	Wild	PI528369
BYU2061	BYU22061	B22GB0176	GB-0176	SRX3433709	GB0176	AD2	Wild	PI281675
BYU2062	BYU22062	B22GB0181	GB-0181	SRX3433854	GB0181	AD2	Wild	PI528373
BYU2063	BYU22063	B22GB0183	GB-0183	SRX3433742	GB0183	AD2	Wild	PI276481
BYU2064	BYU22064	B22GB0192	GB_0192	SRX3433778	GB0192	AD2	Wild	PI528374
BYU2065	BYU22065	B22GB0193	GB_0193	SRX3433777	GB0193	AD2	Wild	PI276477
BYU2066	BYU21066	B21GB0204	GB_0204	SRX3433789	GB0204	AD2	Improved	PI528377
BYU2067	BYU21067	B21GB0211	GB-0211	SRX3433845	GB0211	AD2	Improved	PI234269
BYU2068	BYU21068	B21GB0212	GB-0212	SRX3433774	GB0212	AD2	Improved	PI193517
BYU2069	BYU21069	B21GB0220	GB_0220	SRX3433773	GB0220	AD2	Improved	PI528380
BYU2070	BYU21070	B21GB0224	GB_0224	SRX3433776	GB0224	AD2	Improved	PI528384
BYU2071	BYU21071	B21GB0227	GB-0227	SRX3433775	GB0227	AD2	Improved	PI528387
BYU2072	BYU21072	B21GB0230	GB_0230	SRX3433673	GB0230	AD2	Improved	PI280207
BYU2073	BYU21073	B21GB0232	GB-0232	SRX3433672	GB0232	AD2	Improved	PI280209
BYU2074	BYU21074	B21GB0238	GB_0238	SRX3433691	GB0238	AD2	Improved	PI528395
BYU2075	BYU21075	B21GB0242	GB-0242	SRX3433692	GB0242	AD2	Improved	PI528399
BYU2076	BYU21076	B21GB0245	GB-0245	SRX3433689	GB0245	AD2	Improved	PI528402
BYU2077	BYU21077	B21GB0249	GB_0249	SRX3433690	GB0249	AD2	Improved	PI528406
BYU2078	BYU21078	B21GB0251	GB_0251	SRX3433687	GB0251	AD2	Improved	PI528408
BYU2079	BYU21079	B21GB0252	GB_0252	SRX3433688	GB0252	AD2	Improved	PI528409
BYU2080	BYU21080	B21GB0254	GB_0254	SRX3433685	GB0254	AD2	Improved	PI528411
BYU2081	BYU21081	B21GB0255	GB_0255	SRX3433686	GB0255	AD2	Improved	PI528412
BYU2082	BYU21082	B21GB0258	GB_0258	SRX3433693	GB0258	AD2	Improved	PI528415
BYU2083	BYU22083	B22GB0262	GB_0262	SRX3433694	GB0262	AD2	Wild	PI528120
BYU2084	BYU22084	B22GB0264	GB-0264	SRX3433714	GB0264	AD2	Wild	PI528122
BYU2085	BYU22085	B22GB0273	GB-0273	SRX3433713	GB0273	AD2	Wild	PI528131
BYU2086	BYU22086	B22GB0275	GB_0275	SRX3433712	GB0275	AD2	Wild	PI528133
BYU2087	BYU22087	B22GB0278	GB-0278	SRX3433711	GB0278	AD2	Wild	PI528136
BYU2088	BYU22088	B22GB0281	GB-0281	SRX3433718	GB0281	AD2	Wild	PI528139
BYU2089	BYU22089	B22GB0303	GB_0303	SRX3433717	GB0303	AD2	Wild	PI528151
BYU2090	BYU22090	B22GB0307	GB-0307	SRX3433716	GB0307	AD2	Wild	PI528155
BYU2091	BYU22091	B22GB0309	GB_0309	SRX3433715	GB0309	AD2	Wild	PI528157
BYU2092	BYU22092	B22GB0313	GB_0313	SRX3433720	GB0313	AD2	Wild	PI528161
BYU2093	BYU22093	B22GB0314	GB_0314	SRX3433719	GB0314	AD2	Wild	PI528162
BYU2094	BYU22094	B22GB0320	GB_0320	SRX3433749	GB0320	AD2	Wild	PI528168
BYU2095	BYU22095	B22GB0333	GB_0333	SRX3433750	GB0333	AD2	Wild	PI528181
BYU2096	BYU22096	B22GB0335	GB-0335	SRX3433751	GB0335	AD2	Wild	PI528183
BYU2097	BYU22097	B22GB0337	GB-0337	SRX3433752	GB0337	AD2	Wild	PI528185
BYU2098	BYU22098	B22GB0339	GB_0339	SRX3433745	GB0339	AD2	Wild	PI528187
BYU2099	BYU22099	B22GB0348	GB-0348	SRX3433746	GB0348	AD2	Wild	PI528196
BYU2100	BYU22100	B22GB0349	GB_0349	SRX3433747	GB0349	AD2	Wild	PI528197
BYU2101	BYU22101	B22GB0358	GB-0358	SRX3433748	GB0358	AD2	Wild	PI528206
BYU2102	BYU22102	B22GB0359	GB-0359	SRX3433743	GB0359	AD2	Wild	PI528207
BYU2103	BYU22103	B22GB0361	GB-0361	SRX3433744	GB0361	AD2	Wild	PI528209
BYU2104	BYU22104	B22GB0371	GB-0371	SRX3433723	GB0371	AD2	Wild	PI528218
BYU2105	BYU22105	B22GB0376	GB-0376	SRX3433695	GB0376	AD2	Wild	PI528223
BYU2106	BYU22106	B22GB0377	GB-0377	SRX3433699	GB0377	AD2	Wild	PI528224
BYU2107	BYU22107	B22GB0382	GB-0382	SRX3433696	GB0382	AD2	Wild	PI528228
BYU2108	BYU22108	B22GB0386	GB-0386	SRX3433844	GB0386	AD2	Wild	PI528231
BYU2109	BYU22109	B22GB0394	GB-0394	SRX3433834	GB0394	AD2	Wild	PI528239
BYU2110	BYU22110	B22GB0426	GB_0426	SRX3433710	GB0426	AD2	Wild	PI528271
BYU2111	BYU22111	B22GB0428	GB_0428	SRX3433708	GB0428	AD2	Wild	PI293312
BYU2112	BYU22112	B22GB0429	GB_0429	SRX3433731	GB0429	AD2	Wild	PI293313
